Dataset_AffDisplayName_Last	Dataset_AffLatitude_Last	Dataset_AffLongitude_Last	usages	corporation	cumpct
Stanford University	37.42823	-122.168861	3354	False	0.08775051017738475
Microsoft	47.6420937	-122.136986	3274	True	0.17340798493014495
Princeton University	40.34873	-74.65930999999998	2524	False	0.23944325257704988
Max Planck Society	48.14117	11.5818357	2114	False	0.29475171367275393
Google	37.42205429999999	-122.084442	1506	True	0.3341531055413113
The Chinese University of Hong Kong	22.41972	114.206795	1325	False	0.3688190047616556
AT&T	29.4273224	-98.43751	1159	True	0.3991418554759039
Toyota Technological Institute at Chicago	41.7843628	-87.59331999999998	1124	False	0.428549003191879
New York University	40.73	-73.995	906	False	0.45225262937575217
Georgia Institute of Technology	33.7756348	-84.39625	756	False	0.4720318141384543
University of California, Berkeley	37.87	-122.259	736	False	0.49128774004500025
Facebook	37.4825	-122.15	657	True	0.5084767934697295
University of Washington	47.655	-122.308	632	False	0.5250117733242635
California Institute of Technology	34.1385765	-118.125496	583	False	0.540264768981215
Tsinghua University	40.0	116.326668	564	False	0.5550206687248181
University of California, Merced	37.366	-120.4235	559	False	0.5696457537543823
University of Oxford	51.7611	-1.2534	539	False	0.5837475799277902
Massachusetts Institute of Technology	42.35982	-71.09210999999998	530	False	0.597613939615928
Northwestern University	42.05485	-87.67394	518	False	0.6111663439903721
Johns Hopkins University	39.32889	-76.62028000000002	509	False	0.6244832818795458
Allen Institute for Artificial Intelligence	47.63052	-122.32773600000002	495	False	0.6374339385694103
Carnegie Mellon University	40.44332	-79.94358000000003	459	False	0.6494427293181937
University of Illinois at Urbana–Champaign	40.11054	-88.22841	417	False	0.6603526764690493
Arizona State University	33.41719439999999	-111.936508	411	False	0.6711056459630579
Disney Research	34.1583748	-118.288048	383	True	0.681126053058448
Brown University	41.8262	-71.4032	362	False	0.6905970383548742
University of California, Los Angeles	34.0722237	-118.4441	324	False	0.6990738318246036
Nvidia	37.3707275	-121.963737	320	True	0.7074459735231019
University of Central Florida	28.6016	-81.2005	319	False	0.7157919522787923
University of California, Santa Cruz	37.0	-122.06	311	False	0.7239286274920202
University of Maryland, College Park	38.98806	-76.94471999999998	300	False	0.7317775103343624
IBM	41.10806	-73.72	275	True	0.7389723196065093
Université de Montréal	45.50472	-73.61278	274	False	0.7461409659358484
Nanyang Technological University	1.34472	103.681389	274	False	0.7533096122651876
Cornell University	42.45345	-76.4735	263	False	0.7601904662236408
University of Minnesota	44.97528	-93.23417	255	False	0.7668620166396316
Lund University	55.70583000000001	13.19333	231	False	0.772905656428235
Universidad del Norte, Colombia	11.01806	-74.85110999999998	223	False	0.778739992674376
Salesforce.com	-33.871320000000004	151.204025	220	True	0.7844958400920936
University of Antwerp	51.22278	4.41	218	False	0.7901993616241955
Duke University	36.00111	-78.93889	206	False	0.7955889278426037
Technion – Israel Institute of Technology	32.7775	35.02167	205	False	0.8009523311182042
University College London	51.52478789999999	-0.13357779999999994	198	False	0.8061325937941499
National University of Singapore	1.29556	103.776672	189	False	0.8110773899848255
ETH Zurich	47.37639	8.548055999999999	187	True	0.8159698602898854
Intel	37.3879166	-121.963531	170	True	0.8204175605672126
University of Southern California	34.020509999999994	-118.285629	168	False	0.8248129349589242
University of Freiburg	47.99417	7.846939999999999	157	False	0.8289205169797499
University of Toronto	43.66167	-79.395	155	False	0.83297577311496
Chinese Academy of Sciences	39.68156	-75.7518845	154	False	0.8370048663073623
University of Alberta	53.52444000000001	-113.524437	152	False	0.8409816336141489
State University of New York System	42.1342278	-73.82266	141	False	0.8446706085500497
Peking University	39.98972	116.305283	140	False	0.8483334205431426
University of Hong Kong	22.28417	114.137779	139	False	0.8519700695934279
University of Michigan	42.28278	-83.73472	138	False	0.8555805557009052
Michigan State University	42.723	-84.48100000000002	131	False	0.8590079012087279
University of Texas at San Antonio	29.59	-98.61696	124	False	0.8622521061168961
University of Cambridge	52.20528	0.11722	124	False	0.8654963110250641
University of Waterloo	43.46889	-80.54	118	False	0.8685835382763853
University of North Carolina at Chapel Hill	35.90833	-79.04916999999998	117	False	0.8716446025848987
ShanghaiTech University	31.1857433	121.596436	114	False	0.8746271780649888
Seoul National University	37.46	126.95	109	False	0.8774789388310397
University of Trento	46.0694275	11.1211166	97	False	0.880016744283397
fondazione bruno kessler	46.06316	11.1244221	97	False	0.8825545497357543
Adobe Systems	37.33083	-121.893608	97	True	0.8850923551881116
Technische Universität München	48.14806	11.56806	95	False	0.8875778347548532
Charles University in Prague	50.0884	14.4037	93	False	0.8900109884359793
University of Tokyo	35.71333	139.762222	89	False	0.8923394903458741
International Computer Science Institute	37.8700523	-122.271233	81	False	0.8944586887133065
Sichuan University	30.63016	104.087723	77	False	0.8964732353095076
Polish Academy of Sciences	52.22143	21.0143452	74	False	0.8984092930772853
Yale University	41.31111	-72.92667	73	False	0.9003191879022553
Tel Aviv University	32.1138878	34.80417	73	False	0.9022290827272251
Czech Technical University in Prague	50.1021652	14.3884716	72	False	0.9041128146093873
King Abdullah University of Science and Technology	22.3126011	39.11047	71	False	0.9059703835487416
Saarland University	49.25556	7.04167	70	False	0.907801789545288
Wuhan University	30.54083	114.361107	70	False	0.9096331955418345
University of Helsinki	60.16944	24.95	69	False	0.9114384385955733
Courant Institute of Mathematical Sciences	40.72858	-73.99552	66	False	0.9131651928208885
